# source: NASA Exoplanet Archive, pscomppars composite-parameters table, TAP service (keyless). https://exoplanetarchive.ipac.caltech.edu/
# query: select top 1000 pl_name,hostname,ra,dec,st_teff,pl_orbper from pscomppars where st_teff is not null and pl_orbper is not null and ra is not null and dec is not null order by pl_name
# rows: 1000
pl_name,hostname,ra,dec,st_teff,pl_orbper
Kepler-513 b,Kepler-513,285.0416235,50.0753913,5849.00,28.86235584000
Kepler-516 b,Kepler-516,295.6087625,38.7357368,7099.00,24.85462415000
Kepler-518 b,Kepler-518,287.0900190,41.3737576,5842.00,8.51203587700
Kepler-52 c,Kepler-52,286.7380152,49.9757383,4075.00,16.38500210000
Kepler-53 b,Kepler-53,290.4617926,40.5624966,5858.00,18.64895250000
Kepler-531 b,Kepler-531,286.5246582,48.6835481,4893.00,29.88485741000
Kepler-533 b,Kepler-533,293.6856893,48.8249915,4758.00,28.51120525000
Kepler-541 b,Kepler-541,294.1496529,38.4582070,6166.00,5.08005848000
Kepler-546 b,Kepler-546,283.2575730,40.9904095,5967.00,4.14702025800
Kepler-547 b,Kepler-547,286.1185888,44.3452063,4828.00,6.01038428900
Kepler-548 b,Kepler-548,299.9059167,45.4396103,5535.00,4.45419433800
Kepler-549 b,Kepler-549,283.0228527,47.2611431,5360.00,42.94956490000
Kepler-549 c,Kepler-549,283.0228527,47.2611431,5360.00,117.04049800000
Kepler-55 b,Kepler-55,285.1683291,44.0264898,4362.00,27.94814490000
Kepler-55 c,Kepler-55,285.1683291,44.0264898,4362.00,42.15164180000
Kepler-55 d,Kepler-55,285.1683291,44.0264898,4503.00,2.21109900000
Kepler-55 e,Kepler-55,285.1683291,44.0264898,4503.00,4.61753400000
Kepler-550 b,Kepler-550,297.7001786,47.8637046,5322.00,8.60010410900
Kepler-551 b,Kepler-551,285.4850450,48.0543774,4286.00,12.37646610000
Kepler-561 b,Kepler-561,293.7471107,45.1071981,5646.00,58.36204950000
Kepler-564 b,Kepler-564,296.8383661,46.6263912,5626.00,3.75083228500
Kepler-57 c,Kepler-57,293.6413146,44.6570692,5187.90,11.60000000000
Kepler-576 b,Kepler-576,295.1828896,38.6542028,5672.00,29.91136794000
Kepler-580 b,Kepler-580,283.4997537,40.5528053,4298.00,8.22241965600
Kepler-587 b,Kepler-587,288.6706571,47.3991249,5549.00,10.94027841000
Kepler-589 c,Kepler-589,280.6414331,47.7520581,5372.00,3.52466011000
Kepler-592 b,Kepler-592,285.7907395,48.6832431,5913.00,2.82019240800
Kepler-593 b,Kepler-593,294.9513923,48.6511709,5967.00,21.21708973000
Kepler-594 b,Kepler-594,288.9217259,49.7620237,5485.00,13.64618192000
Kepler-60 b,Kepler-60,288.9612535,42.2650472,5905.00,7.13340000000
Kepler-60 d,Kepler-60,288.9612535,42.2650472,5905.00,11.89810000000
Kepler-602 b,Kepler-602,296.0318985,42.1418634,6062.00,15.28469497000
Kepler-603 c,Kepler-603,294.2809679,42.2909295,5808.00,127.90757740000
Kepler-619 b,Kepler-619,290.8490899,48.4159782,5980.00,5.40427219700
Kepler-62 b,Kepler-62,283.2125621,45.3496992,4925.00,5.71493200000
Kepler-630 b,Kepler-630,293.4270647,39.9423967,5829.00,161.47439370000
Kepler-645 b,Kepler-645,290.3227098,44.0358625,6170.00,3.27582262100
Kepler-649 b,Kepler-649,285.6558336,45.0794516,5871.00,29.90722674000
Kepler-65 c,Kepler-65,288.6887221,41.1511076,6211.00,5.85994400000
Kepler-653 c,Kepler-653,282.2130447,46.7177898,5665.00,0.90037647600
Kepler-657 b,Kepler-657,291.1973006,47.3077545,5808.00,24.54350418000
Kepler-66 b,Kepler-66,293.9815378,46.6877280,5962.00,17.81581500000
Kepler-661 b,Kepler-661,283.7107463,47.8631748,4483.00,6.02930132100
Kepler-663 b,Kepler-663,297.8082232,47.9466342,5264.00,4.99678284000
Kepler-666 b,Kepler-666,298.4568899,48.7915925,5887.00,4.49876092000
Kepler-667 b,Kepler-667,295.5549918,49.0172956,5327.00,41.43962808000
Kepler-68 d,Kepler-68,291.0323102,49.0402129,5847.00,632.62000000000
Kepler-680 b,Kepler-680,291.6223810,50.6181793,5890.00,3.68992629100
Kepler-685 b,Kepler-685,293.8719143,38.4229184,5963.00,1.62552220000
Kepler-686 b,Kepler-686,285.2138190,39.0274660,5649.00,1.59474546300
Kepler-687 b,Kepler-687,289.3154576,39.1532911,4841.00,20.50586978000
Kepler-689 b,Kepler-689,294.7106347,39.5216975,5518.00,22.36656079000
Kepler-692 b,Kepler-692,294.7768068,40.1537027,5440.00,21.81293494000
Kepler-716 b,Kepler-716,290.3931809,43.3638577,5099.00,10.37168453000
Kepler-719 b,Kepler-719,295.5360628,43.8844116,5777.00,5.00731777900
Kepler-720 b,Kepler-720,298.6356478,44.1709388,5618.00,4.70832654200
Kepler-721 b,Kepler-721,284.4305132,44.4803776,5075.00,5.39202538800
Kepler-726 b,Kepler-726,291.7172776,44.8873466,5452.00,21.80451088000
Kepler-732 c,Kepler-732,283.7317274,45.9585288,3631.00,0.89304123600
Kepler-734 b,Kepler-734,297.0456122,46.0273893,5326.00,6.10485285600
Kepler-744 b,Kepler-744,296.4960493,47.1827848,5594.00,12.06222443000
Kepler-746 b,Kepler-746,290.6822097,37.3551593,5418.00,3.48159251000
Kepler-75 b,Kepler-75,291.1376203,36.5773443,5200.00,8.88491160000
Kepler-760 b,Kepler-760,287.5931997,44.1794278,5322.00,8.70419416000
Kepler-762 b,Kepler-762,291.2756631,47.3295107,5944.00,3.77055209800
Kepler-763 d,Kepler-763,292.1445534,47.1573604,4999.00,6.50327035000
Kepler-772 b,Kepler-772,291.4235820,38.2165603,5714.00,12.99207337000
Kepler-773 b,Kepler-773,290.8846217,38.0575539,5850.00,3.74910006100
Kepler-775 b,Kepler-775,291.4332781,41.7033162,5468.00,0.97486892600
Kepler-780 b,Kepler-780,281.7663511,44.2924898,5769.00,0.67737516400
Kepler-783 b,Kepler-783,291.0628615,47.4847890,5521.00,4.29264638000
Kepler-784 c,Kepler-784,295.9206663,47.4486164,5676.00,17.15723600000
Kepler-787 b,Kepler-787,291.6924773,38.5729105,4248.00,0.92831049800
Kepler-79 e,Kepler-79,300.5171067,44.3815508,6389.00,81.06650000000
Kepler-794 b,Kepler-794,288.1336793,38.9968923,5839.00,11.13125132000
Kepler-80 f,Kepler-80,296.1125759,39.9787451,4540.00,0.98678730000
Kepler-80 g,Kepler-80,296.1125759,39.9787451,4540.00,14.64558000000
Kepler-808 b,Kepler-808,291.5941514,48.4454907,4653.00,0.63133235300
Kepler-81 b,Kepler-81,293.6369437,42.8248275,4385.00,5.95500000000
Kepler-812 b,Kepler-812,288.8552821,48.2085170,6761.00,10.11716531000
Kepler-832 b,Kepler-832,295.9261101,45.3838690,5596.00,7.13969410000
Kepler-834 b,Kepler-834,287.0544674,45.1803351,4554.00,13.32388301000
Kepler-855 b,Kepler-855,295.0949565,43.5375650,5835.00,7.88663110400
Kepler-858 b,Kepler-858,288.8488552,51.2090375,5653.00,76.13602028000
Kepler-859 b,Kepler-859,286.7418337,43.1901197,5020.00,20.38177573000
Kepler-863 b,Kepler-863,297.6644677,43.2489903,5678.00,15.59461874000
Kepler-865 b,Kepler-865,297.7242257,43.5272796,5570.00,14.16399294000
Kepler-866 b,Kepler-866,290.1222112,43.0854070,4751.00,2.61703253600
Kepler-874 b,Kepler-874,294.9568477,43.0142991,6020.00,40.06867270000
Kepler-877 b,Kepler-877,289.8591023,46.5227429,5261.00,18.45847097000
Kepler-879 b,Kepler-879,295.8065515,50.9097521,5792.00,33.38559380000
Kepler-879 c,Kepler-879,295.8065515,50.9097521,5456.75,0.64671600000
Kepler-880 b,Kepler-880,281.9712347,43.6727839,6761.00,7.71468975000
Kepler-882 b,Kepler-882,294.6500256,43.3356106,5476.00,3.98953966600
Kepler-885 b,Kepler-885,288.6615682,49.7371538,6187.00,18.11472949000
Kepler-886 b,Kepler-886,286.2717162,43.5952037,6098.00,6.24146367000
Kepler-891 b,Kepler-891,291.0837644,40.3552252,5887.00,53.44945593000
Kepler-899 b,Kepler-899,297.4825612,40.6807412,5595.00,19.17891293000
Kepler-9 c,Kepler-9,285.5739904,38.4008192,5774.00,38.98530000000
Kepler-90 i,KOI-351,284.4334642,49.3051239,6015.00,14.44912000000
Kepler-900 b,Kepler-900,296.1772720,46.9989635,4836.00,6.99130860000
Kepler-901 b,Kepler-901,291.1528056,40.8876814,4184.00,3.51749439400
Kepler-913 b,Kepler-913,297.5830564,41.9523531,4687.00,10.29672521000
Kepler-914 b,Kepler-914,290.4120774,44.8993227,5877.00,4.40966548000
Kepler-92 c,Kepler-92,289.0860607,41.5630224,5883.00,26.72300000000
Kepler-920 c,Kepler-920,284.2969363,49.1585983,5403.00,100.82741130000
Kepler-923 b,Kepler-923,294.1710831,40.0551372,5988.00,6.93366476000
Kepler-924 b,Kepler-924,290.6685136,40.3977086,6167.00,61.03701170000
Kepler-926 b,Kepler-926,289.6793396,40.7004265,5806.00,52.06886010000
Kepler-931 b,Kepler-931,297.1326937,42.7682885,5241.00,8.03755877000
Kepler-932 b,Kepler-932,296.9520797,43.2720233,5331.00,1.92143739600
Kepler-947 b,Kepler-947,294.3667312,42.2526408,5508.00,26.96443170000
Kepler-951 b,Kepler-951,287.7375794,38.1146488,4834.00,71.52530845000
Kepler-953 c,Kepler-953,288.9716297,44.6246451,5416.00,9.10967112000
Kepler-955 b,Kepler-955,288.4714969,40.2698157,5350.00,14.53244172000
Kepler-96 b,Kepler-96,297.0698263,40.5252039,5690.00,16.23850000000
Kepler-960 b,Kepler-960,281.4572217,46.7465538,4755.00,3.12686223000
Kepler-963 c,Kepler-963,296.7529742,45.0411049,5169.47,0.91978300000
Kepler-964 b,Kepler-964,295.3000650,40.5565792,5427.00,13.52251060000
Kepler-965 b,Kepler-965,298.5153169,41.8912305,5886.00,134.25272980000
Kepler-968 b,Kepler-968,285.6025889,50.1120401,4598.00,3.69298372800
Kepler-969 c,Kepler-969,288.3724989,47.9335642,5214.00,1.68293460400
Kepler-97 c,Kepler-97,287.3265292,48.6733443,5779.00,789.00000000000
Kepler-971 b,Kepler-971,284.0945699,41.1828131,5431.00,9.59070716000
Kepler-972 b,Kepler-972,295.8286790,43.4254371,6146.00,7.03932553000
Kepler-977 b,Kepler-977,291.5161959,42.2480736,5315.00,26.85328322000
Kepler-98 b,Kepler-98,285.6616933,37.9645672,5539.00,1.54168000000
Kepler-981 b,Kepler-981,289.2489051,47.6501141,5718.00,4.46975773600
Kepler-985 b,Kepler-985,290.1443390,44.0498808,5434.00,116.33190100000
Kepler-986 b,Kepler-986,293.0940391,42.8964457,5642.00,56.43499380000
Kepler-988 b,Kepler-988,290.7082585,42.2372245,4005.00,17.76080053000
Kepler-990 b,Kepler-990,297.9381813,46.8813194,5948.00,9.91723428000
Kepler-999 b,Kepler-999,299.6604865,46.1984679,6237.00,5.99185701700
L 98-59 e,L 98-59,124.5328604,-68.3144658,3415.00,12.82780000000
LHS 1140 b,LHS 1140,11.2486320,-15.2741085,3096.00,24.73723000000
LHS 1903 c,LHS 1903,107.8658260,48.3279327,3664.00,6.22618500000
LP 791-18 b,LP 791-18,165.6904843,-16.4064445,2960.00,0.94799810000
LP 890-9 c,LP 890-9,64.1309096,-28.3157909,2850.00,8.45746300000
LTT 1445 A b,LTT 1445 A,45.4624781,-16.5944956,3562.00,5.35876350000
Lupus-TR-3 b,Lupus-TR-3,232.5774696,-42.9799461,5000.00,3.91405000000
NGC 2682 Sand 1429 b,NGC 2682 Sand 1429,133.0147781,11.6899626,6000.00,77.48000000000
NGC 2682 YBP 1194 b,NGC 2682 YBP 1194,132.7533077,11.8146537,5780.00,6.95900000000
NGTS-10 b,NGTS-10,91.8722801,-25.5948963,4600.00,0.76689440000
NGTS-12 b,NGTS-12,176.2499418,-35.6405630,5690.00,7.53280600000
NGTS-27 b,NGTS-27,206.0265266,-32.5229747,5700.00,3.37041810000
NGTS-33 b,NGTS-33,107.8333348,-35.8505185,7437.00,2.82797200000
NGTS-6 b,NGTS-6,75.7953820,-30.3994612,4730.00,0.88205900000
NGTS-8 b,NGTS-8,328.9759206,-14.0684399,5241.00,2.49970000000
NN Ser d,NN Ser,238.2337015,12.9120871,57000.00,2880.00000000000
NSVS 14256825 b,NSVS 14256825,305.0019460,4.6323715,40000.00,3225.00000000000
NY Vir c,NY Vir,204.7005847,-2.0303873,32780.00,8799.00000000000
OGLE-TR-182 b,OGLE-TR-182,167.3279228,-61.0952624,5924.00,3.97910000000
OGLE-TR-56 b,OGLE-TR-56,269.1479583,-29.5392222,6050.00,1.21191890000
Oph 11 b,Oph 11,245.6049610,-24.0872219,2375.00,7300000.00000000000
Qatar-2 b,Qatar-2,207.6554928,-6.8040714,4645.00,1.33711647000
Ross 128 b,Ross 128,176.9376036,0.7992898,3192.00,9.86580000000
TIC 139702105 b,TIC 139702105,66.4980340,-18.2145450,5742.35,6.83601903383
TIC 279401253 b,TIC 279401253,57.6572277,-15.0262251,5951.00,76.80000000000
TIC 279401253 c,TIC 279401253,57.6572277,-15.0262251,5951.00,155.30000000000
TIC 437041147 b,TIC 437041147,132.9480195,6.7648369,5224.36,3.82301421497
TIC 445839811 b,TIC 445839811,200.1188173,48.4072699,5408.25,11.10862603180
TIC 46432937 b,TIC 46432937,83.8689794,-14.5971909,3572.00,1.44044527000
TIC 62895484 b,TIC 62895484,116.6385519,22.5903733,5520.79,2.83985434327
TIC 77319217 b,TIC 77319217,71.0406969,-39.8976018,5961.52,7.54830765124
TIC 86380416 b,TIC 86380416,145.1603760,65.7327948,5723.74,6.04086434610
TOI-1130 b,TOI-1130,286.3760037,-41.4376399,4360.00,4.07455400000
TOI-1136 b,TOI-1136,192.1848981,64.8552755,5770.00,4.17270000000
TOI-1136 d,TOI-1136,192.1848981,64.8552755,5770.00,12.51990000000
TOI-1136 e,TOI-1136,192.1848981,64.8552755,5770.00,18.80100000000
TOI-1136 f,TOI-1136,192.1848981,64.8552755,5770.00,26.32100000000
TOI-1136 g,TOI-1136,192.1848981,64.8552755,5770.00,39.54500000000
TOI-1180 b,TOI-1180,214.5557741,82.1937642,4738.00,9.68676037800
TOI-122 b,TOI-122,332.9482355,-58.9460850,3403.00,5.07803000000
TOI-1246 c,TOI-1246,251.1158702,70.4299917,5213.00,5.90413700000
TOI-125 d,TOI-125,23.5934253,-66.6763495,5320.00,19.98000000000
TOI-1266 c,TOI-1266,197.9965833,65.8336973,3563.00,18.80270000000
TOI-1278 b,TOI-1278,320.4784442,35.6486250,3799.00,14.47567000000
TOI-128.01,TOI-128,79.5209381,-80.9643840,6086.00,4.94046810000
TOI-1288 b,TOI-1288,313.1670294,65.6087833,5388.00,2.69982790000
TOI-1295 b,TOI-1295,256.6722026,67.8715032,6280.00,3.19688380000
TOI-1338 c,TOI-1338 A,92.1330955,-59.5409853,5723.20,215.79000000000
TOI-1346 b,TOI-1346,256.6226752,68.8433031,5099.00,1.76225380000
TOI-1408 c,TOI-1408,313.5110469,72.5806455,6117.00,2.16640000000
TOI-1420 b,TOI-1420,322.9418092,66.3490054,5510.00,6.95610630000
TOI-1442 b,TOI-1442,287.2921006,74.1742762,3330.00,0.40906770000
TOI-1443 b,TOI-1443,297.3986780,76.1391776,5224.00,23.54067800000
TOI-1452 b,TOI-1452,290.1739741,73.1951082,3185.00,11.06201000000
TOI-150.01,TOI-150,112.9654210,-73.6060358,6255.00,5.85748700000
TOI-1533 b,TOI-1533,355.2467209,57.4852417,5146.00,3.64579740000
TOI-1533 c,TOI-1533,355.2467209,57.4852417,5146.00,8.06379260000
TOI-1630.01,TOI-1630,352.0166759,75.5526069,5504.00,12.05573473300
TOI-1691 b,TOI-1691,272.4041179,86.8603430,5759.00,16.73688893500
TOI-1710 b,TOI-1710,94.2838373,76.2110200,5730.00,24.28336000000
TOI-178 b,TOI-178,7.3020115,-30.4541159,4316.00,1.91456010000
TOI-178 g,TOI-178,7.3020115,-30.4541159,4316.00,20.71663000000
TOI-1801 b,TOI-1801,175.5755995,23.0270335,3863.00,10.64387000000
TOI-1806.01,TOI-1806,166.1181474,30.4585763,3272.00,15.14546930000
TOI-1860 b,TOI-1860,226.4567308,64.0476821,5752.00,1.06621070000
TOI-1873 b,TOI-1873,212.5684755,84.3718582,5597.99,7.00572708834
TOI-199 c,TOI-199,80.1058735,-59.8954326,5255.00,273.69000000000
TOI-201 c,TOI-201,87.4017825,-54.9104230,6423.00,2890.00000000000
TOI-2019 b,TOI-2019,234.4317651,48.9552060,5626.00,15.34440000000
TOI-2031 A b,TOI-2031 A,331.1178077,81.5659509,6490.00,5.71548654000
TOI-2071 b,TOI-2071,256.6011813,57.6610327,5755.41,5.67395386982
TOI-2076 b,TOI-2076,217.3920159,39.7903991,5187.00,10.35504000000
TOI-2076 e,TOI-2076,217.3920159,39.7903991,5187.00,3.02237530000
TOI-2120 b,TOI-2120,23.5073150,65.5139877,3131.00,5.79981640000
TOI-2141 c,TOI-2141,258.7623456,18.3403449,5635.00,5.46240000000
TOI-2194 b,TOI-2194,299.1563393,-31.3351812,4756.00,15.33759700000
TOI-2345 b,TOI-2345,43.8847940,-34.9779745,4687.00,1.05285730000
TOI-2364 b,TOI-2364,89.1300265,-5.0120298,5306.00,4.01975170000
TOI-2379 b,TOI-2379,358.0920465,-53.0431560,3707.00,5.46938270000
TOI-238 c,TOI-238,349.2310814,-18.6066463,5059.00,8.46565100000
TOI-2427 b,TOI-2427,52.2917315,-31.3628665,4072.00,1.30600110000
TOI-2431 b,TOI-2431,37.7652989,8.3816255,4109.00,0.22419578000
TOI-2458 c,TOI-2458,79.6215290,1.2534390,6005.00,16.55300000000
TOI-2529 b,TOI-2529,118.9945352,-52.3548332,5802.00,64.59490000000
TOI-270 b,TOI-270,68.4160804,-51.9573937,3506.00,3.35992000000
TOI-283 b,TOI-283,118.5693065,-65.4414820,5213.00,17.61745000000
TOI-286 b,TOI-286,90.9842762,-60.6663348,5152.00,4.51172440000
TOI-3160 A b,TOI-3160 A,224.5658555,-27.6825503,6190.00,3.97128100000
TOI-3235 b,TOI-3235,207.4738488,-46.0665139,3388.80,2.59261842000
TOI-3353.01,TOI-3353,106.5298146,-75.8195594,6365.00,4.66579650000
TOI-3474 b,TOI-3474,233.5033482,-47.9636597,6020.00,3.87951050000
TOI-3664 b,TOI-3664,35.3084940,59.7118568,5593.00,3.29748390000
TOI-3714 b,TOI-3714,69.5523415,39.4580035,3660.00,2.15484900000
TOI-375 b,TOI-375,47.1499034,-77.3833275,5259.90,9.45469000000
TOI-375 d,TOI-375,47.1499034,-77.3833275,5259.90,297.90000000000
TOI-4010 d,TOI-4010,20.2148196,66.0722009,4960.00,14.70886000000
TOI-4034 b,TOI-4034,335.1469845,71.7673462,5891.00,1.80209320000
TOI-411 b,HD 22946,54.8195380,-42.7630276,6169.00,4.04029500000
TOI-4155 b,TOI-4155,325.6362269,77.7343836,5724.00,3.32072900000
TOI-421 c,TOI-421,81.8532824,-14.2767404,5291.00,16.06754100000
TOI-431 c,TOI-431,83.2692502,-26.7238698,4850.00,4.84940000000
TOI-4336 A b,TOI-4336 A,206.1070129,-40.3373505,3307.00,16.33635100000
TOI-4342 c,TOI-4342,324.3894196,-77.9791468,3866.00,10.68866200000
TOI-4377 b,TOI-4377,164.9324709,-82.2213501,4974.00,4.37808100000
TOI-4443.01,TOI-4443,274.2686643,21.9095459,5834.00,1.84985670000
TOI-4515 b,TOI-4515,21.1861778,21.5130638,5433.00,15.26644600000
TOI-4602.01,TOI-4602,60.6003316,31.3298354,5966.00,3.98129990000
TOI-4638.01,TOI-4638,12.8206627,12.7879858,5700.00,10.28391878700
TOI-500 c,TOI-500,106.5590980,-47.5878156,4440.00,6.63560000000
TOI-500 d,TOI-500,106.5590980,-47.5878156,4440.00,26.23300000000
TOI-500 e,TOI-500,106.5590980,-47.5878156,4440.00,61.30000000000
TOI-5076 b,TOI-5076,50.5104166,17.2392094,4780.00,23.44316200000
TOI-512 b,TOI-512,96.6467023,-38.6072095,5277.00,7.18886000000
TOI-5174 b,TOI-5174,174.1094967,-2.0233506,5643.77,12.21428600000
TOI-5205 b,TOI-5205,313.7706819,24.3609770,3430.00,1.63075700000
TOI-5293 A b,TOI-5293 A,355.8286820,-2.0450945,3586.00,2.93028900000
TOI-5335 b,TOI-5335,46.9523734,15.3590831,5528.92,3.61365988443
TOI-544 c,TOI-544,82.2900716,-0.3428983,4169.00,50.08900000000
TOI-558 b,TOI-558,42.2915093,-58.0246828,6466.00,14.57407100000
TOI-561 e,TOI-561,148.1851516,6.2161030,5342.00,77.14400000000
TOI-6109 b,TOI-6109,50.1319206,42.6069564,5660.00,5.69047600000
TOI-6109 c,TOI-6109,50.1319206,42.6069564,5660.00,8.53887800000
TOI-6223 b,TOI-6223,355.9505977,33.0672361,3895.00,3.85521900000
TOI-6564 b,TOI-6564,205.8178791,-56.1564491,5943.00,3.98541300000
TOI-6716 b,TOI-6716,111.6570820,-30.5521801,3110.00,4.71858980000
TOI-700 e,TOI-700,97.0957165,-65.5786149,3459.00,27.80978000000
TOI-7009 b,TOI-7009,299.5131334,55.6510291,4080.00,2.32066120000
TOI-7155 b,TOI-7155,12.4454481,79.2878555,4673.03,3.89489711981
TOI-7166 b,TOI-7166,320.6806363,8.8893975,3099.00,12.92063621000
TOI-7384 b,TOI-7384,83.1031834,-39.8342501,3185.00,6.23402580000
TOI-7510 c,TOI-7510,273.7281880,-54.4340547,5720.00,22.56874230000
TOI-784 b,HD 307842,159.3412205,-63.6556923,5558.00,2.79703650000
TOI-813 b,TOI-813,72.6940102,-60.9054608,5907.00,83.89110000000
TOI-815 c,TOI-815,155.8719377,-43.8349248,4869.00,34.97614500000
TOI-836 b,TOI-836,225.0798831,-24.4542022,4552.00,3.81673000000
TOI-849 b,TOI-849,28.7157956,-29.4217086,5257.00,0.76554800000
TOI-912 b,TOI-912,229.3285665,-80.4733446,3572.00,4.67806910000
TOI-969 b,TOI-969,115.1366858,2.0985879,4435.00,1.82373050000
TRAPPIST-1 d,TRAPPIST-1,346.6263919,-5.0434618,2566.00,4.04921900000
TRAPPIST-1 e,TRAPPIST-1,346.6263919,-5.0434618,2566.00,6.10101300000
TRAPPIST-1 f,TRAPPIST-1,346.6263919,-5.0434618,2566.00,9.20754000000
TRAPPIST-1 g,TRAPPIST-1,346.6263919,-5.0434618,2566.00,12.35244600000
TRAPPIST-1 h,TRAPPIST-1,346.6263919,-5.0434618,2566.00,18.77286600000
TYC 3318-01333-1 b,TYC 3318-01333-1,45.5825716,49.7441421,4776.00,562.00000000000
TrES-1 b,TrES-1,286.0408755,36.6325360,5230.00,3.03007000000
TrES-5 b,TrES-5,305.2219454,59.4489033,5171.00,1.48224686000
V1298 Tau c,V1298 Tau,61.3316540,20.1570318,4970.00,8.24916400000
V1298 Tau e,V1298 Tau,61.3316540,20.1570318,4970.00,48.67771400000
V830 Tau b,V830 Tau,68.2918259,24.5619241,4250.00,4.92700000000
WASP-107 c,WASP-107,188.3864277,-10.1462141,4425.00,1066.00000000000
WASP-108 b,WASP-108,195.8281644,-49.6397727,6783.00,2.67555212374
WASP-12 b,WASP-12,97.6366450,29.6722662,6265.00,1.09141890100
WASP-120 b,WASP-120,62.6160813,-45.8982434,6450.00,3.61126721000
WASP-121 b,WASP-121,107.6002312,-39.0972705,6628.00,1.27492504000
WASP-124 b,WASP-124,332.7143373,-30.7497189,6050.00,3.37265000000
WASP-13 b,WASP-13,140.1029654,33.8823291,5950.00,4.35301000000
WASP-131 b,WASP-131,210.1935714,-30.5836084,5990.00,5.32201250000
WASP-136 b,WASP-136,0.3257610,-8.9262512,6250.00,5.21536178778
WASP-14 b,WASP-14,218.2766247,21.8946875,6475.00,2.24375000000
WASP-140 b,WASP-140,60.3855387,-20.4509991,5300.00,2.23598448000
WASP-142 b,WASP-142,140.5063164,-23.9461020,6010.00,2.05286800000
WASP-144 b,WASP-144,320.7628761,-40.0484393,5200.00,2.27831520000
WASP-151 b,WASP-151,349.0634651,0.3066895,5871.00,4.53347750000
WASP-157 b,WASP-157,201.6551525,-8.3176353,5772.00,3.95162300000
WASP-164 b,WASP-164,344.8735878,-60.4478194,5806.00,1.77712550000
WASP-166 b,WASP-166,144.8751047,-20.9824191,6050.00,5.44354000000
WASP-17 b,WASP-17,239.9622479,-28.0617941,6550.00,3.73543000000
WASP-180 A b,WASP-180 A,123.3922465,-1.9827874,6600.00,3.40926400000
WASP-23 b,WASP-23,101.1275033,-42.7622296,5150.00,2.94442560000
WASP-24 b,WASP-24,227.2154975,2.3432860,6075.00,2.34121000000
WASP-33 b,WASP-33,36.7127375,37.5504441,7430.00,1.21987000000
WASP-35 b,WASP-35,76.0818912,-6.2297801,5990.00,3.16158000000
WASP-39 b,WASP-39,217.3266477,-3.4444994,5485.00,4.05529410000
WASP-41 c,WASP-41,190.6188034,-30.6398176,5545.00,421.00000000000
WASP-44 b,WASP-44,3.9032733,-11.9382645,5420.00,2.42380400000
WASP-60 b,WASP-60,356.6667136,31.1559115,5900.00,4.30500000000
WASP-61 b,WASP-61,75.2996637,-26.0541438,6250.00,3.85590000000
WASP-62 b,WASP-62,87.1398205,-63.9883286,6230.00,4.41195000000
WASP-63 b,WASP-63,94.3363562,-38.3233826,5550.00,4.37808000000
WASP-67 b,WASP-67,295.7438485,-19.9497314,5200.00,4.61442000000
WASP-69 b,WASP-69,315.0259661,-5.0948570,4792.00,3.86813881000
WASP-7 b,WASP-7,311.0427558,-39.2254856,6400.00,4.95464160000
WASP-72 b,WASP-72,41.0400779,-30.1690785,6250.00,2.21673000000
WASP-75 b,WASP-75,342.3858995,-10.6754686,6100.00,2.48419300000
WASP-77 A b,WASP-77 A,37.1555223,-7.0606675,5617.00,1.36002939500
WASP-8 c,WASP-8,359.9008737,-35.0313349,5690.00,4323.00000000000
WASP-84 c,WASP-84,131.1069959,1.8598933,5280.00,1.44688490000
WASP-88 b,WASP-88,309.5112337,-48.4620833,6430.00,4.95400000000
WASP-90 b,WASP-90,315.5319489,7.0562793,6430.00,3.91624300000
WASP-92 b,WASP-92,246.6920395,51.0411328,6280.00,2.17467420000
WASP-94 A b,WASP-94 A,313.7832393,-34.1357512,6170.00,3.95019000000
WD 1856+534 b,WD 1856+534,284.4156750,53.5090244,4710.00,1.40794050000
WTS-1 b,WTS-1,293.9850284,36.2962939,6250.00,3.35205700000
Wolf 1061 b,Wolf 1061,247.5748276,-12.6676866,3342.00,4.88690000000
XO-2 N b,XO-2 N,117.0267691,50.2251472,5290.00,2.61585906000
XO-2 S b,XO-2 S,117.0309753,50.2169068,5325.00,18.22000000000
iot Dra b,iot Dra,231.2323227,58.9661403,4504.00,510.85440000000
kap CrB b,kap CrB,237.8080012,35.6558818,4840.00,1253.68000000000
omi UMa b,omi UMa,127.5649503,60.7177048,5075.00,1569.81000000000
pi Men d,HD 39091,84.2992798,-80.4646041,5998.00,124.64000000000
rho CrB b,rho CrB,240.2600639,33.3001861,5817.00,39.84900000000
ups Leo b,ups Leo,174.2372188,-0.8235643,4836.00,385.20000000000
