symbol,internal_pair,wsname,base_asset,quote_asset,asset_class,spot_trade_ready,margin_trade_ready,snapshot_status,bid,ask,mid_price,spread,spread_pct,ordermin,costmin,lot_decimals,pair_decimals,lot_step,tick_size,entry_maker_fee_pct,entry_taker_fee_pct,lowest_maker_fee_pct,lowest_taker_fee_pct,margin_supported,leverage_buy,leverage_sell,max_leverage,min_notional_estimate,min_margin_required_estimate,blockers,spot_buy_call,spot_sell_call,limit_buy_call,take_profit_call,margin_long_call,margin_short_call,margin_close_call
WLDEUR,WLDEUR,WLD/EUR,WLD,EUR,crypto_fiat_or_stable_pair,False,False,ticker_not_sampled_budget,0.0,0.0,0.0,0.0,0.0,20.0,0.45,5,4,1e-05,0.0001,0.23,0.4,-0.02,0.05,False,,,1,0.45,0.0,ticker_not_sampled_budget,"client.place_market_order(""WLDEUR"", ""buy"", quantity=base_qty)","client.place_market_order(""WLDEUR"", ""sell"", quantity=base_qty)","client.place_limit_order(""WLDEUR"", ""buy"", quantity=base_qty, price=limit_price, post_only=True)","client.place_take_profit_order(""WLDEUR"", close_side, quantity=base_qty, take_profit_price=target_price)",,,
WLDUSD,WLDUSD,WLD/USD,WLD,USD,crypto_fiat_or_stable_pair,False,False,ticker_not_sampled_budget,0.0,0.0,0.0,0.0,0.0,20.0,0.5,5,4,1e-05,0.0001,0.25,0.4,0.0,0.05,True,2;3,,3,0.5,0.16666666666666666,ticker_not_sampled_budget,"client.place_market_order(""WLDUSD"", ""buy"", quantity=base_qty)","client.place_market_order(""WLDUSD"", ""sell"", quantity=base_qty)","client.place_limit_order(""WLDUSD"", ""buy"", quantity=base_qty, price=limit_price, post_only=True)","client.place_take_profit_order(""WLDUSD"", close_side, quantity=base_qty, take_profit_price=target_price)","client.place_margin_order(""WLDUSD"", ""buy"", quantity=base_qty, leverage=leverage, take_profit=target_price, stop_loss=stop_price)","client.place_margin_order(""WLDUSD"", ""sell"", quantity=base_qty, leverage=leverage, take_profit=target_price, stop_loss=stop_price)","client.close_margin_position(""WLDUSD"", close_side, volume=base_qty)"
WLFIEUR,WLFIEUR,WLFI/EUR,WLFI,EUR,crypto_fiat_or_stable_pair,False,False,ticker_not_sampled_budget,0.0,0.0,0.0,0.0,0.0,75.0,0.45,5,4,1e-05,0.0001,0.23,0.4,-0.02,0.05,False,,,1,0.45,0.0,ticker_not_sampled_budget,"client.place_market_order(""WLFIEUR"", ""buy"", quantity=base_qty)","client.place_market_order(""WLFIEUR"", ""sell"", quantity=base_qty)","client.place_limit_order(""WLFIEUR"", ""buy"", quantity=base_qty, price=limit_price, post_only=True)","client.place_take_profit_order(""WLFIEUR"", close_side, quantity=base_qty, take_profit_price=target_price)",,,
WLFIUSD,WLFIUSD,WLFI/USD,WLFI,USD,crypto_fiat_or_stable_pair,False,False,ticker_not_sampled_budget,0.0,0.0,0.0,0.0,0.0,75.0,0.5,5,4,1e-05,0.0001,0.25,0.4,0.0,0.05,True,2;3,,3,0.5,0.16666666666666666,ticker_not_sampled_budget,"client.place_market_order(""WLFIUSD"", ""buy"", quantity=base_qty)","client.place_market_order(""WLFIUSD"", ""sell"", quantity=base_qty)","client.place_limit_order(""WLFIUSD"", ""buy"", quantity=base_qty, price=limit_price, post_only=True)","client.place_take_profit_order(""WLFIUSD"", close_side, quantity=base_qty, take_profit_price=target_price)","client.place_margin_order(""WLFIUSD"", ""buy"", quantity=base_qty, leverage=leverage, take_profit=target_price, stop_loss=stop_price)","client.place_margin_order(""WLFIUSD"", ""sell"", quantity=base_qty, leverage=leverage, take_profit=target_price, stop_loss=stop_price)","client.close_margin_position(""WLFIUSD"", close_side, volume=base_qty)"
WMTXEUR,WMTXEUR,WMTX/EUR,WMTX,EUR,crypto_fiat_or_stable_pair,False,False,ticker_not_sampled_budget,0.0,0.0,0.0,0.0,0.0,79.0,0.45,5,5,1e-05,1e-05,0.25,0.4,0.0,0.05,False,,,1,0.45,0.0,ticker_not_sampled_budget,"client.place_market_order(""WMTXEUR"", ""buy"", quantity=base_qty)","client.place_market_order(""WMTXEUR"", ""sell"", quantity=base_qty)","client.place_limit_order(""WMTXEUR"", ""buy"", quantity=base_qty, price=limit_price, post_only=True)","client.place_take_profit_order(""WMTXEUR"", close_side, quantity=base_qty, take_profit_price=target_price)",,,
WMTXUSD,WMTXUSD,WMTX/USD,WMTX,USD,crypto_fiat_or_stable_pair,False,False,ticker_not_sampled_budget,0.0,0.0,0.0,0.0,0.0,79.0,0.5,5,5,1e-05,1e-05,0.25,0.4,0.0,0.05,False,,,1,0.5,0.0,ticker_not_sampled_budget,"client.place_market_order(""WMTXUSD"", ""buy"", quantity=base_qty)","client.place_market_order(""WMTXUSD"", ""sell"", quantity=base_qty)","client.place_limit_order(""WMTXUSD"", ""buy"", quantity=base_qty, price=limit_price, post_only=True)","client.place_take_profit_order(""WMTXUSD"", close_side, quantity=base_qty, take_profit_price=target_price)",,,
WOOEUR,WOOEUR,WOO/EUR,WOO,EUR,crypto_fiat_or_stable_pair,False,False,ticker_not_sampled_budget,0.0,0.0,0.0,0.0,0.0,250.0,0.45,8,5,1e-08,1e-05,0.25,0.4,0.0,0.05,False,,,1,0.45,0.0,ticker_not_sampled_budget,"client.place_market_order(""WOOEUR"", ""buy"", quantity=base_qty)","client.place_market_order(""WOOEUR"", ""sell"", quantity=base_qty)","client.place_limit_order(""WOOEUR"", ""buy"", quantity=base_qty, price=limit_price, post_only=True)","client.place_take_profit_order(""WOOEUR"", close_side, quantity=base_qty, take_profit_price=target_price)",,,
WOOUSD,WOOUSD,WOO/USD,WOO,USD,crypto_fiat_or_stable_pair,False,False,ticker_not_sampled_budget,0.0,0.0,0.0,0.0,0.0,250.0,0.5,8,5,1e-08,1e-05,0.23,0.4,-0.02,0.05,False,,,1,0.5,0.0,ticker_not_sampled_budget,"client.place_market_order(""WOOUSD"", ""buy"", quantity=base_qty)","client.place_market_order(""WOOUSD"", ""sell"", quantity=base_qty)","client.place_limit_order(""WOOUSD"", ""buy"", quantity=base_qty, price=limit_price, post_only=True)","client.place_take_profit_order(""WOOUSD"", close_side, quantity=base_qty, take_profit_price=target_price)",,,
WUSD,WUSD,W/USD,W,USD,crypto_fiat_or_stable_pair,False,False,ticker_not_sampled_budget,0.0,0.0,0.0,0.0,0.0,350.0,0.5,5,5,1e-05,1e-05,0.25,0.4,0.0,0.05,True,2;3,,3,0.5,0.16666666666666666,ticker_not_sampled_budget,"client.place_market_order(""WUSD"", ""buy"", quantity=base_qty)","client.place_market_order(""WUSD"", ""sell"", quantity=base_qty)","client.place_limit_order(""WUSD"", ""buy"", quantity=base_qty, price=limit_price, post_only=True)","client.place_take_profit_order(""WUSD"", close_side, quantity=base_qty, take_profit_price=target_price)","client.place_margin_order(""WUSD"", ""buy"", quantity=base_qty, leverage=leverage, take_profit=target_price, stop_loss=stop_price)","client.place_margin_order(""WUSD"", ""sell"", quantity=base_qty, leverage=leverage, take_profit=target_price, stop_loss=stop_price)","client.close_margin_position(""WUSD"", close_side, volume=base_qty)"
XANEUR,XANEUR,XAN/EUR,XAN,EUR,crypto_fiat_or_stable_pair,False,False,ticker_not_sampled_budget,0.0,0.0,0.0,0.0,0.0,600.0,0.45,5,5,1e-05,1e-05,0.23,0.4,-0.02,0.05,False,,,1,0.45,0.0,ticker_not_sampled_budget,"client.place_market_order(""XANEUR"", ""buy"", quantity=base_qty)","client.place_market_order(""XANEUR"", ""sell"", quantity=base_qty)","client.place_limit_order(""XANEUR"", ""buy"", quantity=base_qty, price=limit_price, post_only=True)","client.place_take_profit_order(""XANEUR"", close_side, quantity=base_qty, take_profit_price=target_price)",,,
XANUSD,XANUSD,XAN/USD,XAN,USD,crypto_fiat_or_stable_pair,False,False,ticker_not_sampled_budget,0.0,0.0,0.0,0.0,0.0,600.0,0.5,5,5,1e-05,1e-05,0.23,0.4,-0.02,0.05,False,,,1,0.5,0.0,ticker_not_sampled_budget,"client.place_market_order(""XANUSD"", ""buy"", quantity=base_qty)","client.place_market_order(""XANUSD"", ""sell"", quantity=base_qty)","client.place_limit_order(""XANUSD"", ""buy"", quantity=base_qty, price=limit_price, post_only=True)","client.place_take_profit_order(""XANUSD"", close_side, quantity=base_qty, take_profit_price=target_price)",,,
XAUTUSD,XAUTUSD,XAUT/USD,AUT,USD,crypto_fiat_or_stable_pair,False,False,ticker_not_sampled_budget,0.0,0.0,0.0,0.0,0.0,0.001,0.5,8,1,1e-08,0.1,0.23,0.4,-0.02,0.05,True,2;3;4;5,2;3;4;5,5,0.5,0.1,ticker_not_sampled_budget,"client.place_market_order(""XAUTUSD"", ""buy"", quantity=base_qty)","client.place_market_order(""XAUTUSD"", ""sell"", quantity=base_qty)","client.place_limit_order(""XAUTUSD"", ""buy"", quantity=base_qty, price=limit_price, post_only=True)","client.place_take_profit_order(""XAUTUSD"", close_side, quantity=base_qty, take_profit_price=target_price)","client.place_margin_order(""XAUTUSD"", ""buy"", quantity=base_qty, leverage=leverage, take_profit=target_price, stop_loss=stop_price)","client.place_margin_order(""XAUTUSD"", ""sell"", quantity=base_qty, leverage=leverage, take_profit=target_price, stop_loss=stop_price)","client.close_margin_position(""XAUTUSD"", close_side, volume=base_qty)"
XAUTUSDT,XAUTUSDT,XAUT/USDT,AUT,USDT,crypto_fiat_or_stable_pair,False,False,ticker_not_sampled_budget,0.0,0.0,0.0,0.0,0.0,0.001,0.5,8,1,1e-08,0.1,0.23,0.4,-0.02,0.05,False,,,1,0.5,0.0,ticker_not_sampled_budget,"client.place_market_order(""XAUTUSDT"", ""buy"", quantity=base_qty)","client.place_market_order(""XAUTUSDT"", ""sell"", quantity=base_qty)","client.place_limit_order(""XAUTUSDT"", ""buy"", quantity=base_qty, price=limit_price, post_only=True)","client.place_take_profit_order(""XAUTUSDT"", close_side, quantity=base_qty, take_profit_price=target_price)",,,
XBTAUD,XBTAUD,XBT/AUD,BTC,AUD,crypto_fiat_or_stable_pair,False,False,ticker_not_sampled_budget,0.0,0.0,0.0,0.0,0.0,5e-05,1.0,8,1,1e-08,0.1,0.25,0.4,0.0,0.05,True,2;3;4,2;3;4,4,1.0,0.25,ticker_not_sampled_budget,"client.place_market_order(""XBTAUD"", ""buy"", quantity=base_qty)","client.place_market_order(""XBTAUD"", ""sell"", quantity=base_qty)","client.place_limit_order(""XBTAUD"", ""buy"", quantity=base_qty, price=limit_price, post_only=True)","client.place_take_profit_order(""XBTAUD"", close_side, quantity=base_qty, take_profit_price=target_price)","client.place_margin_order(""XBTAUD"", ""buy"", quantity=base_qty, leverage=leverage, take_profit=target_price, stop_loss=stop_price)","client.place_margin_order(""XBTAUD"", ""sell"", quantity=base_qty, leverage=leverage, take_profit=target_price, stop_loss=stop_price)","client.close_margin_position(""XBTAUD"", close_side, volume=base_qty)"
XBTAUSD,XBTAUSD,XBT/AUSD,BTC,AUSD,crypto_fiat_or_stable_pair,False,False,ticker_not_sampled_budget,0.0,0.0,0.0,0.0,0.0,5e-05,0.5,8,2,1e-08,0.01,0.25,0.4,0.0,0.05,False,,,1,0.5,0.0,ticker_not_sampled_budget,"client.place_market_order(""XBTAUSD"", ""buy"", quantity=base_qty)","client.place_market_order(""XBTAUSD"", ""sell"", quantity=base_qty)","client.place_limit_order(""XBTAUSD"", ""buy"", quantity=base_qty, price=limit_price, post_only=True)","client.place_take_profit_order(""XBTAUSD"", close_side, quantity=base_qty, take_profit_price=target_price)",,,
XBTCHF,XBTCHF,XBT/CHF,BTC,CHF,crypto_fiat_or_stable_pair,False,False,ticker_not_sampled_budget,0.0,0.0,0.0,0.0,0.0,5e-05,0.5,8,1,1e-08,0.1,0.25,0.4,0.0,0.05,True,2;3;4;5,2;3;4;5,5,0.5,0.1,ticker_not_sampled_budget,"client.place_market_order(""XBTCHF"", ""buy"", quantity=base_qty)","client.place_market_order(""XBTCHF"", ""sell"", quantity=base_qty)","client.place_limit_order(""XBTCHF"", ""buy"", quantity=base_qty, price=limit_price, post_only=True)","client.place_take_profit_order(""XBTCHF"", close_side, quantity=base_qty, take_profit_price=target_price)","client.place_margin_order(""XBTCHF"", ""buy"", quantity=base_qty, leverage=leverage, take_profit=target_price, stop_loss=stop_price)","client.place_margin_order(""XBTCHF"", ""sell"", quantity=base_qty, leverage=leverage, take_profit=target_price, stop_loss=stop_price)","client.close_margin_position(""XBTCHF"", close_side, volume=base_qty)"
XBTDAI,XBTDAI,XBT/DAI,BTC,DAI,crypto_cross_pair,False,False,ticker_not_sampled_budget,0.0,0.0,0.0,0.0,0.0,5e-05,0.5,8,1,1e-08,0.1,0.25,0.4,0.0,0.05,False,,,1,0.5,0.0,ticker_not_sampled_budget,"client.place_market_order(""XBTDAI"", ""buy"", quantity=base_qty)","client.place_market_order(""XBTDAI"", ""sell"", quantity=base_qty)","client.place_limit_order(""XBTDAI"", ""buy"", quantity=base_qty, price=limit_price, post_only=True)","client.place_take_profit_order(""XBTDAI"", close_side, quantity=base_qty, take_profit_price=target_price)",,,
XBTEURC,XBTEURC,XBT/EURC,BTC,EURC,crypto_cross_pair,False,False,ticker_not_sampled_budget,0.0,0.0,0.0,0.0,0.0,5e-05,0.45,8,1,1e-08,0.1,0.25,0.4,0.0,0.05,False,,,1,0.45,0.0,ticker_not_sampled_budget,"client.place_market_order(""XBTEURC"", ""buy"", quantity=base_qty)","client.place_market_order(""XBTEURC"", ""sell"", quantity=base_qty)","client.place_limit_order(""XBTEURC"", ""buy"", quantity=base_qty, price=limit_price, post_only=True)","client.place_take_profit_order(""XBTEURC"", close_side, quantity=base_qty, take_profit_price=target_price)",,,
XBTFIDD,XBTFIDD,XBT/FIDD,BTC,FIDD,crypto_cross_pair,False,False,ticker_not_sampled_budget,0.0,0.0,0.0,0.0,0.0,5e-05,0.5,8,1,1e-08,0.1,0.25,0.4,0.0,0.05,False,,,1,0.5,0.0,ticker_not_sampled_budget,"client.place_market_order(""XBTFIDD"", ""buy"", quantity=base_qty)","client.place_market_order(""XBTFIDD"", ""sell"", quantity=base_qty)","client.place_limit_order(""XBTFIDD"", ""buy"", quantity=base_qty, price=limit_price, post_only=True)","client.place_take_profit_order(""XBTFIDD"", close_side, quantity=base_qty, take_profit_price=target_price)",,,
XBTPYUSD,XBTPYUSD,XBT/PYUSD,BTC,PYUSD,crypto_fiat_or_stable_pair,False,False,ticker_not_sampled_budget,0.0,0.0,0.0,0.0,0.0,5e-05,0.5,8,1,1e-08,0.1,0.25,0.4,0.0,0.05,False,,,1,0.5,0.0,ticker_not_sampled_budget,"client.place_market_order(""XBTPYUSD"", ""buy"", quantity=base_qty)","client.place_market_order(""XBTPYUSD"", ""sell"", quantity=base_qty)","client.place_limit_order(""XBTPYUSD"", ""buy"", quantity=base_qty, price=limit_price, post_only=True)","client.place_take_profit_order(""XBTPYUSD"", close_side, quantity=base_qty, take_profit_price=target_price)",,,
XBTUSD1,XBTUSD1,XBT/USD1,BTC,USD1,crypto_cross_pair,False,False,ticker_not_sampled_budget,0.0,0.0,0.0,0.0,0.0,5e-05,0.5,8,1,1e-08,0.1,0.25,0.4,0.0,0.05,False,,,1,0.5,0.0,ticker_not_sampled_budget,"client.place_market_order(""XBTUSD1"", ""buy"", quantity=base_qty)","client.place_market_order(""XBTUSD1"", ""sell"", quantity=base_qty)","client.place_limit_order(""XBTUSD1"", ""buy"", quantity=base_qty, price=limit_price, post_only=True)","client.place_take_profit_order(""XBTUSD1"", close_side, quantity=base_qty, take_profit_price=target_price)",,,
XBTUSDC,XBTUSDC,XBT/USDC,BTC,USDC,crypto_fiat_or_stable_pair,False,False,ticker_not_sampled_budget,0.0,0.0,0.0,0.0,0.0,5e-05,0.5,8,2,1e-08,0.01,0.25,0.4,0.0,0.05,True,2;3;4;5;6;7;8;9;10,2;3;4;5;6;7;8;9;10,10,0.5,0.05,ticker_not_sampled_budget,"client.place_market_order(""XBTUSDC"", ""buy"", quantity=base_qty)","client.place_market_order(""XBTUSDC"", ""sell"", quantity=base_qty)","client.place_limit_order(""XBTUSDC"", ""buy"", quantity=base_qty, price=limit_price, post_only=True)","client.place_take_profit_order(""XBTUSDC"", close_side, quantity=base_qty, take_profit_price=target_price)","client.place_margin_order(""XBTUSDC"", ""buy"", quantity=base_qty, leverage=leverage, take_profit=target_price, stop_loss=stop_price)","client.place_margin_order(""XBTUSDC"", ""sell"", quantity=base_qty, leverage=leverage, take_profit=target_price, stop_loss=stop_price)","client.close_margin_position(""XBTUSDC"", close_side, volume=base_qty)"
XBTUSDT,XBTUSDT,XBT/USDT,BTC,USDT,crypto_fiat_or_stable_pair,False,False,ticker_not_sampled_budget,0.0,0.0,0.0,0.0,0.0,5e-05,0.5,8,1,1e-08,0.1,0.25,0.4,0.0,0.05,True,2;3;4;5;6;7;8;9;10,2;3;4;5;6;7;8;9;10,10,0.5,0.05,ticker_not_sampled_budget,"client.place_market_order(""XBTUSDT"", ""buy"", quantity=base_qty)","client.place_market_order(""XBTUSDT"", ""sell"", quantity=base_qty)","client.place_limit_order(""XBTUSDT"", ""buy"", quantity=base_qty, price=limit_price, post_only=True)","client.place_take_profit_order(""XBTUSDT"", close_side, quantity=base_qty, take_profit_price=target_price)","client.place_margin_order(""XBTUSDT"", ""buy"", quantity=base_qty, leverage=leverage, take_profit=target_price, stop_loss=stop_price)","client.place_margin_order(""XBTUSDT"", ""sell"", quantity=base_qty, leverage=leverage, take_profit=target_price, stop_loss=stop_price)","client.close_margin_position(""XBTUSDT"", close_side, volume=base_qty)"
XCNEUR,XCNEUR,XCN/EUR,XCN,EUR,crypto_fiat_or_stable_pair,False,False,ticker_not_sampled_budget,0.0,0.0,0.0,0.0,0.0,970.0,0.45,8,5,1e-08,1e-05,0.25,0.4,0.0,0.05,False,,,1,0.45,0.0,ticker_not_sampled_budget,"client.place_market_order(""XCNEUR"", ""buy"", quantity=base_qty)","client.place_market_order(""XCNEUR"", ""sell"", quantity=base_qty)","client.place_limit_order(""XCNEUR"", ""buy"", quantity=base_qty, price=limit_price, post_only=True)","client.place_take_profit_order(""XCNEUR"", close_side, quantity=base_qty, take_profit_price=target_price)",,,
XCNUSD,XCNUSD,XCN/USD,XCN,USD,crypto_fiat_or_stable_pair,False,False,ticker_not_sampled_budget,0.0,0.0,0.0,0.0,0.0,970.0,0.5,8,5,1e-08,1e-05,0.25,0.4,0.0,0.05,True,2;3,2;3,3,0.5,0.16666666666666666,ticker_not_sampled_budget,"client.place_market_order(""XCNUSD"", ""buy"", quantity=base_qty)","client.place_market_order(""XCNUSD"", ""sell"", quantity=base_qty)","client.place_limit_order(""XCNUSD"", ""buy"", quantity=base_qty, price=limit_price, post_only=True)","client.place_take_profit_order(""XCNUSD"", close_side, quantity=base_qty, take_profit_price=target_price)","client.place_margin_order(""XCNUSD"", ""buy"", quantity=base_qty, leverage=leverage, take_profit=target_price, stop_loss=stop_price)","client.place_margin_order(""XCNUSD"", ""sell"", quantity=base_qty, leverage=leverage, take_profit=target_price, stop_loss=stop_price)","client.close_margin_position(""XCNUSD"", close_side, volume=base_qty)"
XDCCAD,XDCCAD,XDC/CAD,XDC,CAD,crypto_fiat_or_stable_pair,False,False,ticker_not_sampled_budget,0.0,0.0,0.0,0.0,0.0,170.0,1.0,5,5,1e-05,1e-05,0.23,0.4,-0.02,0.05,False,,,1,1.0,0.0,ticker_not_sampled_budget,"client.place_market_order(""XDCCAD"", ""buy"", quantity=base_qty)","client.place_market_order(""XDCCAD"", ""sell"", quantity=base_qty)","client.place_limit_order(""XDCCAD"", ""buy"", quantity=base_qty, price=limit_price, post_only=True)","client.place_take_profit_order(""XDCCAD"", close_side, quantity=base_qty, take_profit_price=target_price)",,,
XDCEUR,XDCEUR,XDC/EUR,XDC,EUR,crypto_fiat_or_stable_pair,False,False,ticker_not_sampled_budget,0.0,0.0,0.0,0.0,0.0,170.0,0.45,5,5,1e-05,1e-05,0.23,0.4,-0.02,0.05,False,,,1,0.45,0.0,ticker_not_sampled_budget,"client.place_market_order(""XDCEUR"", ""buy"", quantity=base_qty)","client.place_market_order(""XDCEUR"", ""sell"", quantity=base_qty)","client.place_limit_order(""XDCEUR"", ""buy"", quantity=base_qty, price=limit_price, post_only=True)","client.place_take_profit_order(""XDCEUR"", close_side, quantity=base_qty, take_profit_price=target_price)",,,
XDCUSD,XDCUSD,XDC/USD,XDC,USD,crypto_fiat_or_stable_pair,False,False,ticker_not_sampled_budget,0.0,0.0,0.0,0.0,0.0,170.0,0.5,5,5,1e-05,1e-05,0.23,0.4,-0.02,0.05,True,2;3,,3,0.5,0.16666666666666666,ticker_not_sampled_budget,"client.place_market_order(""XDCUSD"", ""buy"", quantity=base_qty)","client.place_market_order(""XDCUSD"", ""sell"", quantity=base_qty)","client.place_limit_order(""XDCUSD"", ""buy"", quantity=base_qty, price=limit_price, post_only=True)","client.place_take_profit_order(""XDCUSD"", close_side, quantity=base_qty, take_profit_price=target_price)","client.place_margin_order(""XDCUSD"", ""buy"", quantity=base_qty, leverage=leverage, take_profit=target_price, stop_loss=stop_price)","client.place_margin_order(""XDCUSD"", ""sell"", quantity=base_qty, leverage=leverage, take_profit=target_price, stop_loss=stop_price)","client.close_margin_position(""XDCUSD"", close_side, volume=base_qty)"
XDCUSDC,XDCUSDC,XDC/USDC,XDC,USDC,crypto_fiat_or_stable_pair,False,False,ticker_not_sampled_budget,0.0,0.0,0.0,0.0,0.0,170.0,0.5,5,5,1e-05,1e-05,0.23,0.4,-0.02,0.05,False,,,1,0.5,0.0,ticker_not_sampled_budget,"client.place_market_order(""XDCUSDC"", ""buy"", quantity=base_qty)","client.place_market_order(""XDCUSDC"", ""sell"", quantity=base_qty)","client.place_limit_order(""XDCUSDC"", ""buy"", quantity=base_qty, price=limit_price, post_only=True)","client.place_take_profit_order(""XDCUSDC"", close_side, quantity=base_qty, take_profit_price=target_price)",,,
XDGAUD,XDGAUD,XDG/AUD,DOGE,AUD,crypto_fiat_or_stable_pair,False,False,ticker_not_sampled_budget,0.0,0.0,0.0,0.0,0.0,13.0,1.0,8,7,1e-08,1e-07,0.25,0.4,0.0,0.05,False,,,1,1.0,0.0,ticker_not_sampled_budget,"client.place_market_order(""XDGAUD"", ""buy"", quantity=base_qty)","client.place_market_order(""XDGAUD"", ""sell"", quantity=base_qty)","client.place_limit_order(""XDGAUD"", ""buy"", quantity=base_qty, price=limit_price, post_only=True)","client.place_take_profit_order(""XDGAUD"", close_side, quantity=base_qty, take_profit_price=target_price)",,,
XDGCAD,XDGCAD,XDG/CAD,DOGE,CAD,crypto_fiat_or_stable_pair,False,False,ticker_not_sampled_budget,0.0,0.0,0.0,0.0,0.0,13.0,1.0,8,7,1e-08,1e-07,0.23,0.4,-0.02,0.05,False,,,1,1.0,0.0,ticker_not_sampled_budget,"client.place_market_order(""XDGCAD"", ""buy"", quantity=base_qty)","client.place_market_order(""XDGCAD"", ""sell"", quantity=base_qty)","client.place_limit_order(""XDGCAD"", ""buy"", quantity=base_qty, price=limit_price, post_only=True)","client.place_take_profit_order(""XDGCAD"", close_side, quantity=base_qty, take_profit_price=target_price)",,,
