symbol,internal_pair,wsname,base_asset,quote_asset,asset_class,spot_trade_ready,margin_trade_ready,snapshot_status,bid,ask,mid_price,spread,spread_pct,ordermin,costmin,lot_decimals,pair_decimals,lot_step,tick_size,entry_maker_fee_pct,entry_taker_fee_pct,lowest_maker_fee_pct,lowest_taker_fee_pct,margin_supported,leverage_buy,leverage_sell,max_leverage,min_notional_estimate,min_margin_required_estimate,blockers,spot_buy_call,spot_sell_call,limit_buy_call,take_profit_call,margin_long_call,margin_short_call,margin_close_call
ENAUSD,ENAUSD,ENA/USD,ENA,USD,crypto_fiat_or_stable_pair,False,False,ticker_not_sampled_budget,0.0,0.0,0.0,0.0,0.0,42.0,0.5,5,4,1e-05,0.0001,0.25,0.4,0.0,0.05,True,2;3,2;3,3,0.5,0.16666666666666666,ticker_not_sampled_budget,"client.place_market_order(""ENAUSD"", ""buy"", quantity=base_qty)","client.place_market_order(""ENAUSD"", ""sell"", quantity=base_qty)","client.place_limit_order(""ENAUSD"", ""buy"", quantity=base_qty, price=limit_price, post_only=True)","client.place_take_profit_order(""ENAUSD"", close_side, quantity=base_qty, take_profit_price=target_price)","client.place_margin_order(""ENAUSD"", ""buy"", quantity=base_qty, leverage=leverage, take_profit=target_price, stop_loss=stop_price)","client.place_margin_order(""ENAUSD"", ""sell"", quantity=base_qty, leverage=leverage, take_profit=target_price, stop_loss=stop_price)","client.close_margin_position(""ENAUSD"", close_side, volume=base_qty)"
ENJEUR,ENJEUR,ENJ/EUR,ENJ,EUR,crypto_fiat_or_stable_pair,False,False,ticker_not_sampled_budget,0.0,0.0,0.0,0.0,0.0,99.0,0.45,8,5,1e-08,1e-05,0.23,0.4,-0.02,0.05,False,,,1,0.45,0.0,ticker_not_sampled_budget,"client.place_market_order(""ENJEUR"", ""buy"", quantity=base_qty)","client.place_market_order(""ENJEUR"", ""sell"", quantity=base_qty)","client.place_limit_order(""ENJEUR"", ""buy"", quantity=base_qty, price=limit_price, post_only=True)","client.place_take_profit_order(""ENJEUR"", close_side, quantity=base_qty, take_profit_price=target_price)",,,
ENJUSD,ENJUSD,ENJ/USD,ENJ,USD,crypto_fiat_or_stable_pair,False,False,ticker_not_sampled_budget,0.0,0.0,0.0,0.0,0.0,99.0,0.5,8,5,1e-08,1e-05,0.25,0.4,0.0,0.05,False,,,1,0.5,0.0,ticker_not_sampled_budget,"client.place_market_order(""ENJUSD"", ""buy"", quantity=base_qty)","client.place_market_order(""ENJUSD"", ""sell"", quantity=base_qty)","client.place_limit_order(""ENJUSD"", ""buy"", quantity=base_qty, price=limit_price, post_only=True)","client.place_take_profit_order(""ENJUSD"", close_side, quantity=base_qty, take_profit_price=target_price)",,,
ENSEUR,ENSEUR,ENS/EUR,ENS,EUR,crypto_fiat_or_stable_pair,False,False,ticker_not_sampled_budget,0.0,0.0,0.0,0.0,0.0,0.8,0.45,8,2,1e-08,0.01,0.25,0.4,0.0,0.05,False,,,1,0.45,0.0,ticker_not_sampled_budget,"client.place_market_order(""ENSEUR"", ""buy"", quantity=base_qty)","client.place_market_order(""ENSEUR"", ""sell"", quantity=base_qty)","client.place_limit_order(""ENSEUR"", ""buy"", quantity=base_qty, price=limit_price, post_only=True)","client.place_take_profit_order(""ENSEUR"", close_side, quantity=base_qty, take_profit_price=target_price)",,,
ENSOEUR,ENSOEUR,ENSO/EUR,ENSO,EUR,crypto_fiat_or_stable_pair,False,False,ticker_not_sampled_budget,0.0,0.0,0.0,0.0,0.0,5.0,0.45,5,3,1e-05,0.001,0.23,0.4,-0.02,0.05,False,,,1,0.45,0.0,ticker_not_sampled_budget,"client.place_market_order(""ENSOEUR"", ""buy"", quantity=base_qty)","client.place_market_order(""ENSOEUR"", ""sell"", quantity=base_qty)","client.place_limit_order(""ENSOEUR"", ""buy"", quantity=base_qty, price=limit_price, post_only=True)","client.place_take_profit_order(""ENSOEUR"", close_side, quantity=base_qty, take_profit_price=target_price)",,,
ENSOUSD,ENSOUSD,ENSO/USD,ENSO,USD,crypto_fiat_or_stable_pair,False,False,ticker_not_sampled_budget,0.0,0.0,0.0,0.0,0.0,5.0,0.5,5,3,1e-05,0.001,0.23,0.4,-0.02,0.05,False,,,1,0.5,0.0,ticker_not_sampled_budget,"client.place_market_order(""ENSOUSD"", ""buy"", quantity=base_qty)","client.place_market_order(""ENSOUSD"", ""sell"", quantity=base_qty)","client.place_limit_order(""ENSOUSD"", ""buy"", quantity=base_qty, price=limit_price, post_only=True)","client.place_take_profit_order(""ENSOUSD"", close_side, quantity=base_qty, take_profit_price=target_price)",,,
ENSUSD,ENSUSD,ENS/USD,ENS,USD,crypto_fiat_or_stable_pair,False,False,ticker_not_sampled_budget,0.0,0.0,0.0,0.0,0.0,0.8,0.5,8,2,1e-08,0.01,0.25,0.4,0.0,0.05,True,2;3,2;3,3,0.5,0.16666666666666666,ticker_not_sampled_budget,"client.place_market_order(""ENSUSD"", ""buy"", quantity=base_qty)","client.place_market_order(""ENSUSD"", ""sell"", quantity=base_qty)","client.place_limit_order(""ENSUSD"", ""buy"", quantity=base_qty, price=limit_price, post_only=True)","client.place_take_profit_order(""ENSUSD"", close_side, quantity=base_qty, take_profit_price=target_price)","client.place_margin_order(""ENSUSD"", ""buy"", quantity=base_qty, leverage=leverage, take_profit=target_price, stop_loss=stop_price)","client.place_margin_order(""ENSUSD"", ""sell"", quantity=base_qty, leverage=leverage, take_profit=target_price, stop_loss=stop_price)","client.close_margin_position(""ENSUSD"", close_side, volume=base_qty)"
EPTEUR,EPTEUR,EPT/EUR,EPT,EUR,crypto_fiat_or_stable_pair,False,False,ticker_not_sampled_budget,0.0,0.0,0.0,0.0,0.0,6900.0,0.45,5,6,1e-05,1e-06,0.23,0.4,-0.02,0.05,False,,,1,0.45,0.0,ticker_not_sampled_budget,"client.place_market_order(""EPTEUR"", ""buy"", quantity=base_qty)","client.place_market_order(""EPTEUR"", ""sell"", quantity=base_qty)","client.place_limit_order(""EPTEUR"", ""buy"", quantity=base_qty, price=limit_price, post_only=True)","client.place_take_profit_order(""EPTEUR"", close_side, quantity=base_qty, take_profit_price=target_price)",,,
EPTUSD,EPTUSD,EPT/USD,EPT,USD,crypto_fiat_or_stable_pair,False,False,ticker_not_sampled_budget,0.0,0.0,0.0,0.0,0.0,6900.0,0.5,5,6,1e-05,1e-06,0.23,0.4,-0.02,0.05,False,,,1,0.5,0.0,ticker_not_sampled_budget,"client.place_market_order(""EPTUSD"", ""buy"", quantity=base_qty)","client.place_market_order(""EPTUSD"", ""sell"", quantity=base_qty)","client.place_limit_order(""EPTUSD"", ""buy"", quantity=base_qty, price=limit_price, post_only=True)","client.place_take_profit_order(""EPTUSD"", close_side, quantity=base_qty, take_profit_price=target_price)",,,
ESEUR,ESEUR,ES/EUR,ES,EUR,crypto_fiat_or_stable_pair,False,False,ticker_not_sampled_budget,0.0,0.0,0.0,0.0,0.0,35.0,0.45,5,4,1e-05,0.0001,0.23,0.4,-0.02,0.05,False,,,1,0.45,0.0,ticker_not_sampled_budget,"client.place_market_order(""ESEUR"", ""buy"", quantity=base_qty)","client.place_market_order(""ESEUR"", ""sell"", quantity=base_qty)","client.place_limit_order(""ESEUR"", ""buy"", quantity=base_qty, price=limit_price, post_only=True)","client.place_take_profit_order(""ESEUR"", close_side, quantity=base_qty, take_profit_price=target_price)",,,
ESPEUR,ESPEUR,ESP/EUR,ESP,EUR,crypto_fiat_or_stable_pair,False,False,ticker_not_sampled_budget,0.0,0.0,0.0,0.0,0.0,65.0,0.45,5,5,1e-05,1e-05,0.23,0.4,-0.02,0.05,False,,,1,0.45,0.0,ticker_not_sampled_budget,"client.place_market_order(""ESPEUR"", ""buy"", quantity=base_qty)","client.place_market_order(""ESPEUR"", ""sell"", quantity=base_qty)","client.place_limit_order(""ESPEUR"", ""buy"", quantity=base_qty, price=limit_price, post_only=True)","client.place_take_profit_order(""ESPEUR"", close_side, quantity=base_qty, take_profit_price=target_price)",,,
ESPORTSUSD,ESPORTSUSD,ESPORTS/USD,ESPORTS,USD,crypto_fiat_or_stable_pair,False,False,ticker_not_sampled_budget,0.0,0.0,0.0,0.0,0.0,12.0,0.5,5,4,1e-05,0.0001,0.23,0.4,-0.02,0.05,False,,,1,0.5,0.0,ticker_not_sampled_budget,"client.place_market_order(""ESPORTSUSD"", ""buy"", quantity=base_qty)","client.place_market_order(""ESPORTSUSD"", ""sell"", quantity=base_qty)","client.place_limit_order(""ESPORTSUSD"", ""buy"", quantity=base_qty, price=limit_price, post_only=True)","client.place_take_profit_order(""ESPORTSUSD"", close_side, quantity=base_qty, take_profit_price=target_price)",,,
ESPUSD,ESPUSD,ESP/USD,ESP,USD,crypto_fiat_or_stable_pair,False,False,ticker_not_sampled_budget,0.0,0.0,0.0,0.0,0.0,65.0,0.5,5,5,1e-05,1e-05,0.23,0.4,-0.02,0.05,False,,,1,0.5,0.0,ticker_not_sampled_budget,"client.place_market_order(""ESPUSD"", ""buy"", quantity=base_qty)","client.place_market_order(""ESPUSD"", ""sell"", quantity=base_qty)","client.place_limit_order(""ESPUSD"", ""buy"", quantity=base_qty, price=limit_price, post_only=True)","client.place_take_profit_order(""ESPUSD"", close_side, quantity=base_qty, take_profit_price=target_price)",,,
ESUSD,ESUSD,ES/USD,ES,USD,crypto_fiat_or_stable_pair,False,False,ticker_not_sampled_budget,0.0,0.0,0.0,0.0,0.0,35.0,0.5,5,4,1e-05,0.0001,0.23,0.4,-0.02,0.05,False,,,1,0.5,0.0,ticker_not_sampled_budget,"client.place_market_order(""ESUSD"", ""buy"", quantity=base_qty)","client.place_market_order(""ESUSD"", ""sell"", quantity=base_qty)","client.place_limit_order(""ESUSD"", ""buy"", quantity=base_qty, price=limit_price, post_only=True)","client.place_take_profit_order(""ESUSD"", close_side, quantity=base_qty, take_profit_price=target_price)",,,
ESXEUR,ESXEUR,ESX/EUR,ESX,EUR,crypto_fiat_or_stable_pair,False,False,ticker_not_sampled_budget,0.0,0.0,0.0,0.0,0.0,48000.0,0.45,5,6,1e-05,1e-06,0.23,0.4,-0.02,0.05,False,,,1,0.45,0.0,ticker_not_sampled_budget,"client.place_market_order(""ESXEUR"", ""buy"", quantity=base_qty)","client.place_market_order(""ESXEUR"", ""sell"", quantity=base_qty)","client.place_limit_order(""ESXEUR"", ""buy"", quantity=base_qty, price=limit_price, post_only=True)","client.place_take_profit_order(""ESXEUR"", close_side, quantity=base_qty, take_profit_price=target_price)",,,
ESXUSD,ESXUSD,ESX/USD,ESX,USD,crypto_fiat_or_stable_pair,False,False,ticker_not_sampled_budget,0.0,0.0,0.0,0.0,0.0,48000.0,0.5,5,6,1e-05,1e-06,0.25,0.4,0.0,0.05,False,,,1,0.5,0.0,ticker_not_sampled_budget,"client.place_market_order(""ESXUSD"", ""buy"", quantity=base_qty)","client.place_market_order(""ESXUSD"", ""sell"", quantity=base_qty)","client.place_limit_order(""ESXUSD"", ""buy"", quantity=base_qty, price=limit_price, post_only=True)","client.place_take_profit_order(""ESXUSD"", close_side, quantity=base_qty, take_profit_price=target_price)",,,
ETHAUD,ETHAUD,ETH/AUD,ETH,AUD,crypto_fiat_or_stable_pair,False,False,ticker_not_sampled_budget,0.0,0.0,0.0,0.0,0.0,0.001,1.0,8,2,1e-08,0.01,0.25,0.4,0.0,0.05,True,2;3;4,2;3;4,4,1.0,0.25,ticker_not_sampled_budget,"client.place_market_order(""ETHAUD"", ""buy"", quantity=base_qty)","client.place_market_order(""ETHAUD"", ""sell"", quantity=base_qty)","client.place_limit_order(""ETHAUD"", ""buy"", quantity=base_qty, price=limit_price, post_only=True)","client.place_take_profit_order(""ETHAUD"", close_side, quantity=base_qty, take_profit_price=target_price)","client.place_margin_order(""ETHAUD"", ""buy"", quantity=base_qty, leverage=leverage, take_profit=target_price, stop_loss=stop_price)","client.place_margin_order(""ETHAUD"", ""sell"", quantity=base_qty, leverage=leverage, take_profit=target_price, stop_loss=stop_price)","client.close_margin_position(""ETHAUD"", close_side, volume=base_qty)"
ETHCHF,ETHCHF,ETH/CHF,ETH,CHF,crypto_fiat_or_stable_pair,False,False,ticker_not_sampled_budget,0.0,0.0,0.0,0.0,0.0,0.001,0.5,8,2,1e-08,0.01,0.25,0.4,0.0,0.05,True,2;3;4;5,2;3;4;5,5,0.5,0.1,ticker_not_sampled_budget,"client.place_market_order(""ETHCHF"", ""buy"", quantity=base_qty)","client.place_market_order(""ETHCHF"", ""sell"", quantity=base_qty)","client.place_limit_order(""ETHCHF"", ""buy"", quantity=base_qty, price=limit_price, post_only=True)","client.place_take_profit_order(""ETHCHF"", close_side, quantity=base_qty, take_profit_price=target_price)","client.place_margin_order(""ETHCHF"", ""buy"", quantity=base_qty, leverage=leverage, take_profit=target_price, stop_loss=stop_price)","client.place_margin_order(""ETHCHF"", ""sell"", quantity=base_qty, leverage=leverage, take_profit=target_price, stop_loss=stop_price)","client.close_margin_position(""ETHCHF"", close_side, volume=base_qty)"
ETHDAI,ETHDAI,ETH/DAI,ETH,DAI,crypto_cross_pair,False,False,ticker_not_sampled_budget,0.0,0.0,0.0,0.0,0.0,0.001,0.5,8,3,1e-08,0.001,0.25,0.4,0.0,0.05,False,,,1,0.5,0.0,ticker_not_sampled_budget,"client.place_market_order(""ETHDAI"", ""buy"", quantity=base_qty)","client.place_market_order(""ETHDAI"", ""sell"", quantity=base_qty)","client.place_limit_order(""ETHDAI"", ""buy"", quantity=base_qty, price=limit_price, post_only=True)","client.place_take_profit_order(""ETHDAI"", close_side, quantity=base_qty, take_profit_price=target_price)",,,
ETHEURC,ETHEURC,ETH/EURC,ETH,EURC,crypto_cross_pair,False,False,ticker_not_sampled_budget,0.0,0.0,0.0,0.0,0.0,0.001,0.45,8,2,1e-08,0.01,0.25,0.4,0.0,0.05,False,,,1,0.45,0.0,ticker_not_sampled_budget,"client.place_market_order(""ETHEURC"", ""buy"", quantity=base_qty)","client.place_market_order(""ETHEURC"", ""sell"", quantity=base_qty)","client.place_limit_order(""ETHEURC"", ""buy"", quantity=base_qty, price=limit_price, post_only=True)","client.place_take_profit_order(""ETHEURC"", close_side, quantity=base_qty, take_profit_price=target_price)",,,
ETHEUROP,ETHEUROP,ETH/EUROP,ETH,EUROP,crypto_cross_pair,False,False,ticker_not_sampled_budget,0.0,0.0,0.0,0.0,0.0,0.001,0.5,8,2,1e-08,0.01,0.25,0.4,0.0,0.05,False,,,1,0.5,0.0,ticker_not_sampled_budget,"client.place_market_order(""ETHEUROP"", ""buy"", quantity=base_qty)","client.place_market_order(""ETHEUROP"", ""sell"", quantity=base_qty)","client.place_limit_order(""ETHEUROP"", ""buy"", quantity=base_qty, price=limit_price, post_only=True)","client.place_take_profit_order(""ETHEUROP"", close_side, quantity=base_qty, take_profit_price=target_price)",,,
ETHFIDD,ETHFIDD,ETH/FIDD,ETH,FIDD,crypto_cross_pair,False,False,ticker_not_sampled_budget,0.0,0.0,0.0,0.0,0.0,0.001,0.5,8,2,1e-08,0.01,0.25,0.4,0.0,0.05,False,,,1,0.5,0.0,ticker_not_sampled_budget,"client.place_market_order(""ETHFIDD"", ""buy"", quantity=base_qty)","client.place_market_order(""ETHFIDD"", ""sell"", quantity=base_qty)","client.place_limit_order(""ETHFIDD"", ""buy"", quantity=base_qty, price=limit_price, post_only=True)","client.place_take_profit_order(""ETHFIDD"", close_side, quantity=base_qty, take_profit_price=target_price)",,,
ETHFIEUR,ETHFIEUR,ETHFI/EUR,ETHFI,EUR,crypto_fiat_or_stable_pair,False,False,ticker_not_sampled_budget,0.0,0.0,0.0,0.0,0.0,11.0,0.45,5,4,1e-05,0.0001,0.25,0.4,0.0,0.05,False,,,1,0.45,0.0,ticker_not_sampled_budget,"client.place_market_order(""ETHFIEUR"", ""buy"", quantity=base_qty)","client.place_market_order(""ETHFIEUR"", ""sell"", quantity=base_qty)","client.place_limit_order(""ETHFIEUR"", ""buy"", quantity=base_qty, price=limit_price, post_only=True)","client.place_take_profit_order(""ETHFIEUR"", close_side, quantity=base_qty, take_profit_price=target_price)",,,
ETHFIUSD,ETHFIUSD,ETHFI/USD,ETHFI,USD,crypto_fiat_or_stable_pair,False,False,ticker_not_sampled_budget,0.0,0.0,0.0,0.0,0.0,11.0,0.5,5,4,1e-05,0.0001,0.25,0.4,0.0,0.05,False,,,1,0.5,0.0,ticker_not_sampled_budget,"client.place_market_order(""ETHFIUSD"", ""buy"", quantity=base_qty)","client.place_market_order(""ETHFIUSD"", ""sell"", quantity=base_qty)","client.place_limit_order(""ETHFIUSD"", ""buy"", quantity=base_qty, price=limit_price, post_only=True)","client.place_take_profit_order(""ETHFIUSD"", close_side, quantity=base_qty, take_profit_price=target_price)",,,
ETHPYUSD,ETHPYUSD,ETH/PYUSD,ETH,PYUSD,crypto_fiat_or_stable_pair,False,False,ticker_not_sampled_budget,0.0,0.0,0.0,0.0,0.0,0.001,0.5,8,2,1e-08,0.01,0.25,0.4,0.0,0.05,False,,,1,0.5,0.0,ticker_not_sampled_budget,"client.place_market_order(""ETHPYUSD"", ""buy"", quantity=base_qty)","client.place_market_order(""ETHPYUSD"", ""sell"", quantity=base_qty)","client.place_limit_order(""ETHPYUSD"", ""buy"", quantity=base_qty, price=limit_price, post_only=True)","client.place_take_profit_order(""ETHPYUSD"", close_side, quantity=base_qty, take_profit_price=target_price)",,,
ETHUSD1,ETHUSD1,ETH/USD1,ETH,USD1,crypto_cross_pair,False,False,ticker_not_sampled_budget,0.0,0.0,0.0,0.0,0.0,0.001,0.5,8,2,1e-08,0.01,0.25,0.4,0.0,0.05,False,,,1,0.5,0.0,ticker_not_sampled_budget,"client.place_market_order(""ETHUSD1"", ""buy"", quantity=base_qty)","client.place_market_order(""ETHUSD1"", ""sell"", quantity=base_qty)","client.place_limit_order(""ETHUSD1"", ""buy"", quantity=base_qty, price=limit_price, post_only=True)","client.place_take_profit_order(""ETHUSD1"", close_side, quantity=base_qty, take_profit_price=target_price)",,,
ETHUSDC,ETHUSDC,ETH/USDC,ETH,USDC,crypto_fiat_or_stable_pair,False,False,ticker_not_sampled_budget,0.0,0.0,0.0,0.0,0.0,0.001,0.5,8,2,1e-08,0.01,0.25,0.4,0.0,0.05,True,2;3;4;5;6;7;8;9;10,2;3;4;5;6;7;8;9;10,10,0.5,0.05,ticker_not_sampled_budget,"client.place_market_order(""ETHUSDC"", ""buy"", quantity=base_qty)","client.place_market_order(""ETHUSDC"", ""sell"", quantity=base_qty)","client.place_limit_order(""ETHUSDC"", ""buy"", quantity=base_qty, price=limit_price, post_only=True)","client.place_take_profit_order(""ETHUSDC"", close_side, quantity=base_qty, take_profit_price=target_price)","client.place_margin_order(""ETHUSDC"", ""buy"", quantity=base_qty, leverage=leverage, take_profit=target_price, stop_loss=stop_price)","client.place_margin_order(""ETHUSDC"", ""sell"", quantity=base_qty, leverage=leverage, take_profit=target_price, stop_loss=stop_price)","client.close_margin_position(""ETHUSDC"", close_side, volume=base_qty)"
ETHUSDT,ETHUSDT,ETH/USDT,ETH,USDT,crypto_fiat_or_stable_pair,False,False,ticker_not_sampled_budget,0.0,0.0,0.0,0.0,0.0,0.001,0.5,8,2,1e-08,0.01,0.25,0.4,0.0,0.05,True,2;3;4;5;6;7;8;9;10,2;3;4;5;6;7;8;9;10,10,0.5,0.05,ticker_not_sampled_budget,"client.place_market_order(""ETHUSDT"", ""buy"", quantity=base_qty)","client.place_market_order(""ETHUSDT"", ""sell"", quantity=base_qty)","client.place_limit_order(""ETHUSDT"", ""buy"", quantity=base_qty, price=limit_price, post_only=True)","client.place_take_profit_order(""ETHUSDT"", close_side, quantity=base_qty, take_profit_price=target_price)","client.place_margin_order(""ETHUSDT"", ""buy"", quantity=base_qty, leverage=leverage, take_profit=target_price, stop_loss=stop_price)","client.place_margin_order(""ETHUSDT"", ""sell"", quantity=base_qty, leverage=leverage, take_profit=target_price, stop_loss=stop_price)","client.close_margin_position(""ETHUSDT"", close_side, volume=base_qty)"
EULEUR,EULEUR,EUL/EUR,EUL,EUR,crypto_fiat_or_stable_pair,False,False,ticker_not_sampled_budget,0.0,0.0,0.0,0.0,0.0,4.0,0.45,8,3,1e-08,0.001,0.23,0.4,-0.02,0.05,False,,,1,0.45,0.0,ticker_not_sampled_budget,"client.place_market_order(""EULEUR"", ""buy"", quantity=base_qty)","client.place_market_order(""EULEUR"", ""sell"", quantity=base_qty)","client.place_limit_order(""EULEUR"", ""buy"", quantity=base_qty, price=limit_price, post_only=True)","client.place_take_profit_order(""EULEUR"", close_side, quantity=base_qty, take_profit_price=target_price)",,,
EULUSD,EULUSD,EUL/USD,EUL,USD,crypto_fiat_or_stable_pair,False,False,ticker_not_sampled_budget,0.0,0.0,0.0,0.0,0.0,4.0,0.5,8,3,1e-08,0.001,0.25,0.4,0.0,0.05,False,,,1,0.5,0.0,ticker_not_sampled_budget,"client.place_market_order(""EULUSD"", ""buy"", quantity=base_qty)","client.place_market_order(""EULUSD"", ""sell"", quantity=base_qty)","client.place_limit_order(""EULUSD"", ""buy"", quantity=base_qty, price=limit_price, post_only=True)","client.place_take_profit_order(""EULUSD"", close_side, quantity=base_qty, take_profit_price=target_price)",,,
EURAUD,EURAUD,EUR/AUD,EUR,AUD,crypto_fiat_or_stable_pair,False,False,ticker_not_sampled_budget,0.0,0.0,0.0,0.0,0.0,4.0,1.0,8,5,1e-08,1e-05,0.2,0.2,0.0,0.001,False,,,1,1.0,0.0,ticker_not_sampled_budget,"client.place_market_order(""EURAUD"", ""buy"", quantity=base_qty)","client.place_market_order(""EURAUD"", ""sell"", quantity=base_qty)","client.place_limit_order(""EURAUD"", ""buy"", quantity=base_qty, price=limit_price, post_only=True)","client.place_take_profit_order(""EURAUD"", close_side, quantity=base_qty, take_profit_price=target_price)",,,
EURCAD,EURCAD,EUR/CAD,EUR,CAD,crypto_fiat_or_stable_pair,False,False,ticker_not_sampled_budget,0.0,0.0,0.0,0.0,0.0,4.0,1.0,8,5,1e-08,1e-05,0.2,0.2,0.0,0.001,False,,,1,1.0,0.0,ticker_not_sampled_budget,"client.place_market_order(""EURCAD"", ""buy"", quantity=base_qty)","client.place_market_order(""EURCAD"", ""sell"", quantity=base_qty)","client.place_limit_order(""EURCAD"", ""buy"", quantity=base_qty, price=limit_price, post_only=True)","client.place_take_profit_order(""EURCAD"", close_side, quantity=base_qty, take_profit_price=target_price)",,,
EURCEUR,EURCEUR,EURC/EUR,EURC,EUR,crypto_fiat_or_stable_pair,False,False,ticker_not_sampled_budget,0.0,0.0,0.0,0.0,0.0,4.0,0.45,8,4,1e-08,0.0001,0.2,0.2,0.0,0.001,False,,,1,0.45,0.0,ticker_not_sampled_budget,"client.place_market_order(""EURCEUR"", ""buy"", quantity=base_qty)","client.place_market_order(""EURCEUR"", ""sell"", quantity=base_qty)","client.place_limit_order(""EURCEUR"", ""buy"", quantity=base_qty, price=limit_price, post_only=True)","client.place_take_profit_order(""EURCEUR"", close_side, quantity=base_qty, take_profit_price=target_price)",,,
EURCHF,EURCHF,EUR/CHF,EUR,CHF,crypto_fiat_or_stable_pair,False,False,ticker_not_sampled_budget,0.0,0.0,0.0,0.0,0.0,4.0,0.5,8,5,1e-08,1e-05,0.2,0.2,0.0,0.001,False,,,1,0.5,0.0,ticker_not_sampled_budget,"client.place_market_order(""EURCHF"", ""buy"", quantity=base_qty)","client.place_market_order(""EURCHF"", ""sell"", quantity=base_qty)","client.place_limit_order(""EURCHF"", ""buy"", quantity=base_qty, price=limit_price, post_only=True)","client.place_take_profit_order(""EURCHF"", close_side, quantity=base_qty, take_profit_price=target_price)",,,
EURCUSD,EURCUSD,EURC/USD,EURC,USD,crypto_fiat_or_stable_pair,False,False,ticker_not_sampled_budget,0.0,0.0,0.0,0.0,0.0,4.0,0.5,8,5,1e-08,1e-05,0.2,0.2,0.0,0.001,False,,,1,0.5,0.0,ticker_not_sampled_budget,"client.place_market_order(""EURCUSD"", ""buy"", quantity=base_qty)","client.place_market_order(""EURCUSD"", ""sell"", quantity=base_qty)","client.place_limit_order(""EURCUSD"", ""buy"", quantity=base_qty, price=limit_price, post_only=True)","client.place_take_profit_order(""EURCUSD"", close_side, quantity=base_qty, take_profit_price=target_price)",,,
EURCUSDC,EURCUSDC,EURC/USDC,EURC,USDC,crypto_fiat_or_stable_pair,False,False,ticker_not_sampled_budget,0.0,0.0,0.0,0.0,0.0,4.0,0.5,8,5,1e-08,1e-05,0.2,0.2,0.0,0.001,False,,,1,0.5,0.0,ticker_not_sampled_budget,"client.place_market_order(""EURCUSDC"", ""buy"", quantity=base_qty)","client.place_market_order(""EURCUSDC"", ""sell"", quantity=base_qty)","client.place_limit_order(""EURCUSDC"", ""buy"", quantity=base_qty, price=limit_price, post_only=True)","client.place_take_profit_order(""EURCUSDC"", close_side, quantity=base_qty, take_profit_price=target_price)",,,
EURGBP,EURGBP,EUR/GBP,EUR,GBP,crypto_fiat_or_stable_pair,False,False,ticker_not_sampled_budget,0.0,0.0,0.0,0.0,0.0,4.0,0.43,8,5,1e-08,1e-05,0.2,0.2,0.0,0.001,False,,,1,0.43,0.0,ticker_not_sampled_budget,"client.place_market_order(""EURGBP"", ""buy"", quantity=base_qty)","client.place_market_order(""EURGBP"", ""sell"", quantity=base_qty)","client.place_limit_order(""EURGBP"", ""buy"", quantity=base_qty, price=limit_price, post_only=True)","client.place_take_profit_order(""EURGBP"", close_side, quantity=base_qty, take_profit_price=target_price)",,,
EURJPY,EURJPY,EUR/JPY,EUR,JPY,crypto_fiat_or_stable_pair,False,False,ticker_not_sampled_budget,0.0,0.0,0.0,0.0,0.0,4.0,50.0,8,3,1e-08,0.001,0.2,0.2,0.0,0.001,False,,,1,50.0,0.0,ticker_not_sampled_budget,"client.place_market_order(""EURJPY"", ""buy"", quantity=base_qty)","client.place_market_order(""EURJPY"", ""sell"", quantity=base_qty)","client.place_limit_order(""EURJPY"", ""buy"", quantity=base_qty, price=limit_price, post_only=True)","client.place_take_profit_order(""EURJPY"", close_side, quantity=base_qty, take_profit_price=target_price)",,,
EUROPEUR,EUROPEUR,EUROP/EUR,EUROP,EUR,crypto_fiat_or_stable_pair,False,False,ticker_not_sampled_budget,0.0,0.0,0.0,0.0,0.0,4.0,0.45,5,4,1e-05,0.0001,0.2,0.2,0.0,0.001,False,,,1,0.45,0.0,ticker_not_sampled_budget,"client.place_market_order(""EUROPEUR"", ""buy"", quantity=base_qty)","client.place_market_order(""EUROPEUR"", ""sell"", quantity=base_qty)","client.place_limit_order(""EUROPEUR"", ""buy"", quantity=base_qty, price=limit_price, post_only=True)","client.place_take_profit_order(""EUROPEUR"", close_side, quantity=base_qty, take_profit_price=target_price)",,,
EUROPUSD,EUROPUSD,EUROP/USD,EUROP,USD,crypto_fiat_or_stable_pair,False,False,ticker_not_sampled_budget,0.0,0.0,0.0,0.0,0.0,4.0,0.5,5,4,1e-05,0.0001,0.2,0.2,0.0,0.001,False,,,1,0.5,0.0,ticker_not_sampled_budget,"client.place_market_order(""EUROPUSD"", ""buy"", quantity=base_qty)","client.place_market_order(""EUROPUSD"", ""sell"", quantity=base_qty)","client.place_limit_order(""EUROPUSD"", ""buy"", quantity=base_qty, price=limit_price, post_only=True)","client.place_take_profit_order(""EUROPUSD"", close_side, quantity=base_qty, take_profit_price=target_price)",,,
